id	filename	md5	size	state
21243488-98df-4851-87ba-a1ce928a4b96	nationwidechildrens.org_clinical.TCGA-05-4415.xml	c14e405c08cef11c0bb5bd28681a99a7	34361	released
8b4f28de-25f3-4451-bd9b-4c2b8a1d8c1f	nationwidechildrens.org_omf.TCGA-05-4245.xml	4dd19c938d249ecfe89a34695ac5b722	10792	released
c0dd3902-8127-454d-982c-5b0c19c18e55	nationwidechildrens.org_clinical.TCGA-69-8255.xml	99e6baddbd3e30529d1c0cdcb45e3719	35023	released
a8712a10-f180-4bf0-975a-9f29d595a94f	nationwidechildrens.org_clinical.TCGA-53-7626.xml	0cf0ca7db09de38cc25150b5aa261dcb	46553	released
01a793b9-6c33-442d-bfcd-a0dffaf65374	nationwidechildrens.org_clinical.TCGA-55-6986.xml	602e584b156ce8368abd07313ab30069	34571	released
89f0a7aa-76bd-45a3-a0f0-b137e250a0ef	nationwidechildrens.org_clinical.TCGA-44-A4SU.xml	4f7a2570228e3213e2ba2f3270d0a6b2	36110	released
7fbbfdda-1fe8-4276-93bb-f459b3a80ddd	nationwidechildrens.org_clinical.TCGA-44-6778.xml	b5430dbafea4d0f2117b9610f25fd8ba	42877	released
5251b0df-d048-425c-a0c0-837581395038	nationwidechildrens.org_clinical.TCGA-S2-AA1A.xml	8cc8ad1bd98845db63b4a0e0f06b6761	35492	released
f5b40683-3fb4-4dad-8578-dd971b7dae79	nationwidechildrens.org_clinical.TCGA-91-6831.xml	6ed9d766e456e8b0b9af9d79800e9e2c	34574	released
cbc213a9-e3ee-49e5-85e0-45a0f54a2d3f	nationwidechildrens.org_clinical.TCGA-55-6982.xml	6668db5e4a3fe69be93f408c36b9b030	57093	released
83a907b3-76ea-40d1-850c-25bf35601275	nationwidechildrens.org_clinical.TCGA-78-7167.xml	86c8f13734b6cbf856330ac20ab6f6de	34639	released
54de950b-39e6-43eb-a0b8-d11a24359b27	nationwidechildrens.org_clinical.TCGA-55-7573.xml	5b33e7e49ba196e75abc5c5e615e9332	35086	released
ccfdaedb-7863-459b-a518-2a9dc9555b4e	nationwidechildrens.org_clinical.TCGA-MP-A4T9.xml	428175227a992183b7bf57ef1a179cdd	75388	released
70dd6453-ec85-4535-a408-d98fcdc8bd47	nationwidechildrens.org_clinical.TCGA-73-A9RS.xml	dda70098c53af06be3ba38407bae39bf	75704	released
626c9521-7e8b-41da-a44d-03597c846cfb	nationwidechildrens.org_clinical.TCGA-44-7662.xml	76078671c9e7825a6233d72b815d317e	34884	released
a30ce86e-bbff-475e-807d-6c9bb55bdc77	nationwidechildrens.org_clinical.TCGA-05-5428.xml	98760bec8b005625ce0f86ba8aec4509	50707	released
d0b14930-3fba-482d-ba18-3acda2a1669b	nationwidechildrens.org_clinical.TCGA-86-7713.xml	52afc4225988d5cf56e75473d82ab68b	54857	released
3f7ec650-057d-4e1c-9f31-9bf186a73869	nationwidechildrens.org_clinical.TCGA-86-8674.xml	81b8a38437cfcebda6a6ca2958397ea9	55120	released
cfecc37a-4d4f-4835-9166-f88efabb50c8	nationwidechildrens.org_clinical.TCGA-MP-A5C7.xml	6be20ba965779dc669810997d1296516	43807	released
